pfn,nr_pages,lru_type,memory_type,timestamp
0x115156,1,0,file,4296504151
0x1192c0,1,0,file,4296504151
0x11925a,1,0,file,4296504151
0x63d31,1,0,file,4296504151
0x6489b,1,0,file,4296504151
0x63d37,1,0,file,4296504151
0x63eaf,1,0,file,4296504151
0x118ad5,1,0,file,4296504151
0x43bf,1,0,file,4296504151
0x33036,1,0,file,4296504151
0x12830,1,0,file,4296504151
0x337bc,1,0,file,4296504151
0x32019,1,0,file,4296504151
0x1c2f,1,0,file,4296504151
0x31e8f,1,0,file,4296504151
0x3061a,1,0,file,4296504151
0x302e3,1,0,file,4296504151
0x114cf0,1,0,file,4296504151
0x11445a,1,0,file,4296504392
0x114a23,1,0,file,4296504392
0x114c20,1,0,file,4296504401
0x114bf1,1,0,file,4296504402
0x115d08,1,0,file,4296504402
0x10e948,1,0,file,4296504403
0x1178d7,1,0,file,4296504457
0x117917,1,0,file,4296504461
0x83bf8,1,0,file,4296504467
0x83ab8,1,0,file,4296504468
0x85958,1,0,file,4296504472
0x843f8,1,0,file,4296504476
0x82138,1,0,file,4296504476
0x84398,1,0,file,4296504476
0x828b8,1,0,file,4296504477
0x85778,1,0,file,4296504477
0x82238,1,0,file,4296504477
0x85eb8,1,0,file,4296504478
0x81358,1,0,file,4296504481
0x81338,1,0,file,4296504481
0x83b18,1,0,file,4296504481
0x833f8,1,0,file,4296504481
0x816d8,1,0,file,4296504481
0x81678,1,0,file,4296504481
0x85bb8,1,0,file,4296504481
0x82ff8,1,0,file,4296504481
0x83f18,1,0,file,4296504481
0x832f8,1,0,file,4296504481
0x82dd8,1,0,file,4296504481
0x83998,1,0,file,4296504481
0x81818,1,0,file,4296504481
0x8bdf8,1,0,file,4296504483
0x842d8,1,0,file,4296504490
0x856f8,1,0,file,4296504490
0x83ff8,1,0,file,4296504491
0x82bd8,1,0,file,4296504491
0x86f98,1,0,file,4296504492
0x827b8,1,0,file,4296504499
0x82158,1,0,file,4296504499
0x81fd8,1,0,file,4296504499
0x848d8,1,0,file,4296504505
0x82758,1,0,file,4296504506
0x81538,1,0,file,4296504506
0x81758,1,0,file,4296504506
0xaf2d8,1,0,file,4296504506
0x81f58,1,0,file,4296504507
0x8f5d8,1,0,file,4296504513
0x85038,1,0,file,4296504513
0x857b8,1,0,file,4296504513
0x83018,1,0,file,4296504513
0x81b18,1,0,file,4296504513
0x9bf58,1,0,file,4296504513
0x81958,1,0,file,4296504513
0x830d8,1,0,file,4296504513
0x82578,1,0,file,4296504513
0x83118,1,0,file,4296504515
0x86838,1,0,file,4296504521
